,Tokens,Occurences
3017,indirect,"[('T10.txt', 1)]"
3018,debri,"[('T1.txt', 1), ('T7.txt', 1)]"
3019,precis,"[('T1.txt', 2), ('T4.txt', 2), ('T5.txt', 3), ('T7.txt', 1), ('T9.txt', 1), ('T10.txt', 1)]"
3020,novemb,"[('T1.txt', 1), ('T2.txt', 1), ('T9.txt', 1)]"
3021,duckmol,"[('T1.txt', 1), ('T7.txt', 4)]"
3022,famili,"[('T1.txt', 4), ('T3.txt', 1), ('T7.txt', 6)]"
3023,bodili,"[('T6.txt', 3), ('T7.txt', 2)]"
3024,argu,"[('T2.txt', 1)]"
3025,wisdom,"[('T8.txt', 1)]"
3026,brute,"[('T7.txt', 2)]"
3027,vaster,"[('T4.txt', 1)]"
3028,evolut,"[('T1.txt', 17), ('T4.txt', 5), ('T6.txt', 37), ('T7.txt', 60), ('T8.txt', 2), ('T9.txt', 7), ('T10.txt', 1)]"
3029,earli,"[('T1.txt', 3), ('T5.txt', 2), ('T6.txt', 8), ('T7.txt', 2), ('T8.txt', 1), ('T10.txt', 1)]"
3030,thirti,"[('T1.txt', 1), ('T2.txt', 1), ('T4.txt', 1), ('T7.txt', 3), ('T8.txt', 3), ('T9.txt', 1), ('T10.txt', 1)]"
3031,employ,"[('T1.txt', 1), ('T5.txt', 2), ('T10.txt', 1)]"
3032,splendour,"[('T7.txt', 1)]"
3033,herd,"[('T7.txt', 1)]"
3034,bulli,"[('T7.txt', 1)]"
3035,check,"[('T4.txt', 1), ('T6.txt', 1), ('T7.txt', 1), ('T10.txt', 3)]"
3036,1921,"[('T1.txt', 2), ('T7.txt', 1), ('T9.txt', 1)]"
3037,inexor,"[('T10.txt', 1)]"
3038,ammoniac,"[('T9.txt', 1)]"
3039,beak,"[('T8.txt', 1)]"
3040,notabl,"[('T1.txt', 3), ('T7.txt', 2), ('T8.txt', 1)]"
3041,drought,"[('T6.txt', 1), ('T7.txt', 2)]"
3042,add,"[('T9.txt', 1)]"
3043,statu,"[('T10.txt', 4)]"
3044,orang,"[('T1.txt', 6), ('T2.txt', 1), ('T9.txt', 2)]"
3045,cavern,"[('T1.txt', 2)]"
3046,view,"[('T1.txt', 14), ('T2.txt', 2), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 3), ('T8.txt', 1), ('T9.txt', 7), ('T10.txt', 3)]"
3047,leg,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 4)]"
3048,brighten,"[('T9.txt', 1)]"
3049,deperet,"[('T7.txt', 1)]"
3050,detach,"[('T9.txt', 1), ('T10.txt', 1)]"
3051,night,"[('T1.txt', 4), ('T4.txt', 4), ('T5.txt', 3), ('T6.txt', 3), ('T7.txt', 2), ('T8.txt', 1)]"
3052,birthplac,"[('T7.txt', 1)]"
3053,depend,"[('T1.txt', 2), ('T5.txt', 2), ('T6.txt', 4), ('T7.txt', 5), ('T8.txt', 1), ('T9.txt', 7), ('T10.txt', 1)]"
3054,allot,"[('T7.txt', 1)]"
3055,subtl,"[('T1.txt', 1), ('T6.txt', 3), ('T9.txt', 1)]"
3056,streamer,"[('T4.txt', 1)]"
3057,knew,"[('T9.txt', 2)]"
3058,strength,"[('T7.txt', 4), ('T8.txt', 1)]"
3059,small,"[('T1.txt', 13), ('T2.txt', 3), ('T3.txt', 3), ('T4.txt', 2), ('T5.txt', 5), ('T6.txt', 5), ('T7.txt', 9), ('T8.txt', 1), ('T9.txt', 9), ('T10.txt', 6)]"
3060,spontan,"[('T6.txt', 2), ('T9.txt', 3)]"
3061,_draco,"[('T7.txt', 1)]"
3062,advantag,"[('T5.txt', 1), ('T6.txt', 4), ('T7.txt', 4), ('T8.txt', 1)]"
3063,observ,"[('T1.txt', 4), ('T2.txt', 2), ('T3.txt', 2), ('T5.txt', 4), ('T6.txt', 2), ('T8.txt', 3), ('T9.txt', 2), ('T10.txt', 2)]"
3064,arno,"[('T8.txt', 1)]"
3065,discipl,"[('T1.txt', 1)]"
3066,sow,"[('T7.txt', 1)]"
3067,spite,"[('T3.txt', 2), ('T7.txt', 1), ('T8.txt', 1)]"
3068,stalk,"[('T7.txt', 2)]"
3069,foetal,"[('T7.txt', 2)]"
3070,gave,"[('T6.txt', 2), ('T7.txt', 1)]"
3071,propel,"[('T6.txt', 1), ('T9.txt', 1)]"
3072,throw,"[('T2.txt', 1), ('T4.txt', 2), ('T6.txt', 1), ('T10.txt', 1)]"
3073,simplic,"[('T6.txt', 1)]"
3074,affection,"[('T7.txt', 1)]"
3075,molecul,"[('T1.txt', 1), ('T6.txt', 2), ('T9.txt', 6), ('T10.txt', 3)]"
3076,no,"[('T3.txt', 2)]"
3077,companion,"[('T5.txt', 1)]"
3078,medi,"[('T7.txt', 1)]"
3079,freez,"[('T3.txt', 1), ('T4.txt', 1), ('T6.txt', 1), ('T9.txt', 2)]"
3080,speak,"[('T2.txt', 2), ('T3.txt', 1), ('T6.txt', 4), ('T7.txt', 3), ('T8.txt', 2), ('T9.txt', 1)]"
3081,variat,"[('T2.txt', 2), ('T7.txt', 6), ('T10.txt', 1)]"
3082,major,"[('T5.txt', 1), ('T6.txt', 5)]"
3083,subscrib,"[('T10.txt', 1)]"
3084,star,"[('T1.txt', 48), ('T2.txt', 3), ('T3.txt', 4), ('T4.txt', 37), ('T5.txt', 53), ('T6.txt', 1), ('T9.txt', 5), ('T10.txt', 3)]"
3085,sign,"[('T3.txt', 1)]"
3086,chromosom,"[('T6.txt', 8)]"
3087,chicken,"[('T1.txt', 2), ('T8.txt', 1)]"
3088,brazil,"[('T1.txt', 1), ('T2.txt', 1)]"
3089,expuls,"[('T1.txt', 1)]"
3090,multipli,"[('T6.txt', 6)]"
3091,resid,"[('T6.txt', 1)]"
3092,indel,"[('T7.txt', 1)]"
3093,mile,"[('T1.txt', 29), ('T2.txt', 9), ('T3.txt', 11), ('T4.txt', 8), ('T5.txt', 10), ('T6.txt', 5), ('T7.txt', 6), ('T9.txt', 7), ('T10.txt', 2)]"
3094,shape,"[('T1.txt', 2), ('T2.txt', 2), ('T5.txt', 14), ('T9.txt', 3)]"
3095,drown,"[('T10.txt', 1)]"
3096,cohes,"[('T10.txt', 1)]"
3097,perfectli,"[('T3.txt', 1), ('T5.txt', 1)]"
3098,unicellular,"[('T6.txt', 1)]"
3099,tabl,"[('T7.txt', 2)]"
3100,sun_,"[('T5.txt', 1)]"
3101,confid,"[('T3.txt', 1)]"
3102,unavail,"[('T10.txt', 5)]"
3103,ancestor,"[('T1.txt', 1), ('T6.txt', 3), ('T7.txt', 5)]"
3104,fountain,"[('T1.txt', 1), ('T4.txt', 1)]"
3105,zealand,"[('T8.txt', 1)]"
3106,likewis,"[('T6.txt', 2)]"
3107,accept,"[('T4.txt', 2), ('T5.txt', 1), ('T6.txt', 2), ('T8.txt', 1), ('T9.txt', 1), ('T10.txt', 4)]"
3108,messag,"[('T6.txt', 2)]"
3109,ant,"[('T1.txt', 1), ('T7.txt', 5), ('T8.txt', 7)]"
3110,1911,"[('T1.txt', 1), ('T2.txt', 1)]"
3111,superfici,"[('T6.txt', 2), ('T7.txt', 1)]"
3112,profit,"[('T1.txt', 1), ('T6.txt', 3), ('T7.txt', 1), ('T8.txt', 3), ('T10.txt', 2)]"
3113,distinct,"[('T1.txt', 1), ('T2.txt', 4), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 5), ('T7.txt', 2), ('T9.txt', 4)]"
3114,_form,"[('T7.txt', 1)]"
3115,fair,"[('T1.txt', 1)]"
3116,avail,"[('T8.txt', 1), ('T10.txt', 2)]"
3117,finest,"[('T5.txt', 1)]"
3118,often,"[('T1.txt', 1), ('T3.txt', 1), ('T4.txt', 2), ('T6.txt', 12), ('T7.txt', 15), ('T8.txt', 4), ('T9.txt', 3), ('T10.txt', 1)]"
3119,hypertext,"[('T10.txt', 1)]"
3120,recuper,"[('T6.txt', 1)]"
3121,masterli,"[('T8.txt', 1)]"
3122,innermost,"[('T1.txt', 1)]"
3123,nonproprietari,"[('T10.txt', 1)]"
3124,263,"[('T1.txt', 2)]"
3125,anatom,"[('T1.txt', 1), ('T7.txt', 2)]"
3126,accumul,"[('T5.txt', 1), ('T6.txt', 4), ('T7.txt', 5), ('T9.txt', 1)]"
3127,embed,"[('T9.txt', 1)]"
3128,eaten,"[('T7.txt', 1)]"
3129,kant,"[('T6.txt', 1)]"
3130,depict,"[('T3.txt', 1)]"
3131,vagu,"[('T9.txt', 1)]"
3132,thousandth,"[('T9.txt', 2)]"
3133,stimuli,"[('T6.txt', 2)]"
3134,invers,"[('T4.txt', 1), ('T7.txt', 1)]"
3135,creep,"[('T1.txt', 1), ('T7.txt', 1)]"
3136,score,"[('T5.txt', 1), ('T8.txt', 2), ('T10.txt', 1)]"
3137,tremend,"[('T2.txt', 4), ('T5.txt', 1), ('T9.txt', 2)]"
3138,feed,"[('T6.txt', 3), ('T7.txt', 5)]"
3139,assort,"[('T6.txt', 1)]"
3140,develop,"[('T1.txt', 2), ('T3.txt', 1), ('T4.txt', 3), ('T5.txt', 2), ('T6.txt', 10), ('T7.txt', 10), ('T8.txt', 4), ('T10.txt', 2)]"
3141,128,"[('T1.txt', 1)]"
3142,frog,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 6)]"
3143,flagellum,"[('T6.txt', 1)]"
3144,loot,"[('T7.txt', 1)]"
3145,predict,"[('T1.txt', 1), ('T2.txt', 1)]"
3146,start,"[('T1.txt', 2), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 4), ('T9.txt', 1), ('T10.txt', 2)]"
3147,revolutionari,"[('T1.txt', 1)]"
3148,whirligig,"[('T1.txt', 1)]"
3149,_semotilu,"[('T1.txt', 1)]"
3150,began,"[('T1.txt', 1), ('T3.txt', 2), ('T4.txt', 2), ('T6.txt', 3), ('T7.txt', 11), ('T8.txt', 1), ('T10.txt', 3)]"
3151,structur,"[('T1.txt', 4), ('T2.txt', 1), ('T4.txt', 2), ('T5.txt', 1), ('T6.txt', 2), ('T7.txt', 4), ('T8.txt', 1), ('T9.txt', 3)]"
3152,thinker,"[('T1.txt', 1)]"
3153,pgdp,"[('T1.txt', 1), ('T10.txt', 1)]"
3154,ignorabimu,"[('T6.txt', 1)]"
3155,c,"[('T1.txt', 4), ('T2.txt', 2), ('T3.txt', 1), ('T5.txt', 1), ('T6.txt', 3), ('T7.txt', 1), ('T9.txt', 2), ('T10.txt', 6)]"
3156,buri,"[('T7.txt', 3), ('T8.txt', 2)]"
3157,unhatch,"[('T7.txt', 2)]"
3158,gaboon,"[('T1.txt', 1)]"
3159,curiou,"[('T1.txt', 1)]"
3160,fig,"[('T1.txt', 6), ('T2.txt', 10), ('T3.txt', 6), ('T4.txt', 12), ('T5.txt', 5)]"
3161,_heat,"[('T9.txt', 1)]"
3162,effort,"[('T7.txt', 1), ('T10.txt', 5)]"
3163,warm,"[('T7.txt', 2), ('T8.txt', 1), ('T10.txt', 1)]"
3164,run,"[('T1.txt', 1), ('T2.txt', 1), ('T5.txt', 1), ('T7.txt', 6), ('T8.txt', 1), ('T9.txt', 2), ('T10.txt', 1)]"
3165,shed,"[('T6.txt', 1)]"
3166,astonish,"[('T1.txt', 1), ('T2.txt', 1)]"
3167,domain,"[('T5.txt', 1), ('T10.txt', 8)]"
3168,lockyer,"[('T2.txt', 1), ('T6.txt', 1), ('T10.txt', 1)]"
3169,react,"[('T6.txt', 1), ('T10.txt', 1)]"
3170,continent,"[('T7.txt', 1)]"
3171,starl,"[('T1.txt', 1)]"
3172,morrow,"[('T9.txt', 1)]"
3173,median,"[('T1.txt', 1)]"
3174,attempt,"[('T7.txt', 2), ('T8.txt', 1), ('T9.txt', 1), ('T10.txt', 1)]"
3175,per,"[('T1.txt', 1), ('T5.txt', 2), ('T6.txt', 1), ('T9.txt', 3)]"
3176,experiment,"[('T1.txt', 2), ('T7.txt', 2), ('T9.txt', 2)]"
3177,departur,"[('T1.txt', 1), ('T7.txt', 2), ('T8.txt', 1)]"
3178,furnish,"[('T2.txt', 1), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 3), ('T7.txt', 1), ('T9.txt', 1), ('T10.txt', 1)]"
3179,ut,"[('T10.txt', 1)]"
3180,leaf,"[('T1.txt', 1), ('T5.txt', 1), ('T6.txt', 3)]"
3181,press,"[('T1.txt', 7), ('T7.txt', 1), ('T9.txt', 1)]"
3182,colli,"[('T8.txt', 1)]"
3183,goal,"[('T1.txt', 1), ('T10.txt', 1)]"
3184,elast,"[('T10.txt', 1)]"
3185,ash,"[('T6.txt', 1)]"
3186,_with,"[('T6.txt', 1)]"
3187,bring,"[('T1.txt', 1), ('T3.txt', 1), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 6), ('T8.txt', 2), ('T9.txt', 1)]"
3188,_equatorially_,"[('T5.txt', 1)]"
3189,strong,"[('T1.txt', 1), ('T2.txt', 1), ('T5.txt', 1), ('T7.txt', 2), ('T8.txt', 2), ('T9.txt', 2)]"
3190,us,"[('T1.txt', 18), ('T2.txt', 12), ('T3.txt', 4), ('T4.txt', 7), ('T5.txt', 9), ('T6.txt', 6), ('T7.txt', 7), ('T8.txt', 1), ('T9.txt', 29), ('T10.txt', 5)]"
3191,abl,"[('T1.txt', 1), ('T2.txt', 3), ('T6.txt', 7), ('T7.txt', 6), ('T8.txt', 2), ('T9.txt', 4)]"
3192,prerog,"[('T9.txt', 1)]"
3193,abyss,"[('T1.txt', 1), ('T7.txt', 3)]"
3194,jar,"[('T9.txt', 2)]"
3195,rod,"[('T6.txt', 1)]"
3196,16,"[('T3.txt', 1), ('T4.txt', 1), ('T9.txt', 1), ('T10.txt', 1)]"
3197,appli,"[('T4.txt', 1), ('T6.txt', 4), ('T8.txt', 1), ('T9.txt', 2), ('T10.txt', 3)]"
3198,lava,"[('T4.txt', 1)]"
3199,occasion,"[('T3.txt', 1), ('T6.txt', 1), ('T8.txt', 1), ('T9.txt', 1)]"
3200,dive,"[('T7.txt', 1), ('T8.txt', 7)]"
3201,bloom,"[('T7.txt', 1)]"
3202,evolution_,"[('T10.txt', 1)]"
3203,intercours,"[('T7.txt', 1)]"
3204,sprang,"[('T7.txt', 1)]"
3205,guis,"[('T7.txt', 2)]"
3206,circumst,"[('T7.txt', 1)]"
3207,124,"[('T1.txt', 2)]"
3208,govern,"[('T6.txt', 1), ('T10.txt', 1)]"
3209,stone,"[('T1.txt', 3), ('T3.txt', 1), ('T4.txt', 2), ('T5.txt', 1), ('T6.txt', 2), ('T7.txt', 1), ('T8.txt', 3), ('T9.txt', 5)]"
3210,rib,"[('T7.txt', 2)]"
3211,holder,"[('T1.txt', 1), ('T5.txt', 1), ('T10.txt', 4)]"
3212,interior,"[('T2.txt', 1), ('T3.txt', 1), ('T4.txt', 1), ('T5.txt', 1), ('T9.txt', 2)]"
3213,velveti,"[('T7.txt', 1)]"
3214,photosynthesi,"[('T6.txt', 3)]"
3215,shore,"[('T1.txt', 2), ('T6.txt', 1), ('T7.txt', 7)]"
3216,podargu,"[('T1.txt', 1)]"
3217,offici,"[('T5.txt', 1), ('T10.txt', 3)]"
3218,garment,"[('T1.txt', 1), ('T7.txt', 1), ('T9.txt', 1)]"
3219,embryolog,"[('T1.txt', 2)]"
3220,perciv,"[('T1.txt', 1), ('T3.txt', 1)]"
3221,reflex,"[('T1.txt', 1), ('T6.txt', 12), ('T7.txt', 1), ('T8.txt', 1)]"
3222,fox,"[('T7.txt', 1)]"
3223,prism,"[('T2.txt', 5), ('T5.txt', 8), ('T9.txt', 1)]"
3224,perceiv,"[('T5.txt', 1), ('T9.txt', 2)]"
3225,artist,"[('T1.txt', 1)]"
3226,imag,"[('T3.txt', 1), ('T5.txt', 2), ('T6.txt', 1)]"
3227,punctuat,"[('T6.txt', 1)]"
3228,100th,"[('T6.txt', 1)]"
3229,grape,"[('T6.txt', 1)]"
3230,georg,"[('T10.txt', 1)]"
3231,convict,"[('T1.txt', 1)]"
3232,_b_,"[('T6.txt', 2), ('T7.txt', 2)]"
3233,_petromyzon,"[('T1.txt', 1)]"
3234,physics_,"[('T10.txt', 1)]"
3235,centuri,"[('T1.txt', 1), ('T3.txt', 1), ('T4.txt', 1), ('T5.txt', 3), ('T6.txt', 1), ('T9.txt', 4)]"
3236,magnesium,"[('T2.txt', 2)]"
3237,thank,"[('T1.txt', 1)]"
3238,commod,"[('T9.txt', 1)]"
3239,fed,"[('T3.txt', 1), ('T6.txt', 1), ('T7.txt', 1)]"
3240,silveri,"[('T1.txt', 2)]"
3241,longest,"[('T7.txt', 3), ('T9.txt', 5)]"
3242,joy,"[('T7.txt', 1)]"
3243,interrupt,"[('T2.txt', 1)]"
3244,everywher,"[('T1.txt', 1), ('T4.txt', 1), ('T7.txt', 1)]"
3245,copernicu,"[('T3.txt', 1)]"
3246,surfaces_,"[('T7.txt', 1)]"
3247,share,"[('T1.txt', 1), ('T6.txt', 2), ('T7.txt', 1), ('T8.txt', 1), ('T10.txt', 4)]"
3248,expend,"[('T6.txt', 2), ('T10.txt', 1)]"
3249,fundi,"[('T10.txt', 1)]"
3250,crocodil,"[('T7.txt', 3), ('T8.txt', 1)]"
3251,201,"[('T1.txt', 2)]"
3252,peacock,"[('T6.txt', 1)]"
3253,poor,"[('T8.txt', 1), ('T9.txt', 1)]"
3254,zo,"[('T6.txt', 1)]"
3255,luxuri,"[('T7.txt', 1)]"
3256,twinkl,"[('T4.txt', 1)]"
3257,pouch,"[('T1.txt', 1), ('T7.txt', 3)]"
3258,_reflectors_,"[('T5.txt', 2)]"
3259,move,"[('T1.txt', 6), ('T2.txt', 5), ('T3.txt', 1), ('T4.txt', 1), ('T5.txt', 3), ('T6.txt', 4), ('T7.txt', 3), ('T8.txt', 2), ('T9.txt', 7), ('T10.txt', 4)]"
3260,weed,"[('T1.txt', 2), ('T6.txt', 1)]"
3261,sudden,"[('T4.txt', 1), ('T6.txt', 1), ('T8.txt', 1), ('T9.txt', 1)]"
3262,atromaculatus_,"[('T1.txt', 1)]"
3263,symbol,"[('T7.txt', 1)]"
3264,tidal,"[('T10.txt', 4)]"
3265,inclin,"[('T1.txt', 1), ('T5.txt', 1), ('T6.txt', 4), ('T7.txt', 1)]"
3266,be,"[('T3.txt', 1)]"
3267,join,"[('T7.txt', 1)]"
3268,mysteri,"[('T2.txt', 1), ('T3.txt', 1), ('T9.txt', 5), ('T10.txt', 4)]"
3269,evolutionari,"[('T1.txt', 1), ('T6.txt', 2), ('T7.txt', 1)]"
3270,inorgan,"[('T1.txt', 1), ('T6.txt', 2), ('T9.txt', 5)]"
3271,till,"[('T1.txt', 1), ('T6.txt', 2), ('T7.txt', 1), ('T8.txt', 3)]"
3272,colonis,"[('T7.txt', 6)]"
3273,boundari,"[('T8.txt', 1)]"
3274,grate,"[('T5.txt', 1), ('T10.txt', 1)]"
3275,depart,"[('T1.txt', 2), ('T7.txt', 2)]"
3276,165,"[('T1.txt', 1)]"
3277,herbert,"[('T7.txt', 1)]"
3278,newslett,"[('T10.txt', 1)]"
3279,pay,"[('T10.txt', 3)]"
3280,maxwel,"[('T1.txt', 1), ('T10.txt', 1)]"
3281,stronger,"[('T8.txt', 1), ('T9.txt', 1), ('T10.txt', 1)]"
3282,encas,"[('T6.txt', 1), ('T7.txt', 1)]"
3283,withdraw,"[('T8.txt', 1)]"
3284,_yerk,"[('T2.txt', 1)]"
3285,equal,"[('T5.txt', 2), ('T6.txt', 3), ('T7.txt', 1), ('T8.txt', 1), ('T9.txt', 1), ('T10.txt', 5)]"
3286,cane,"[('T5.txt', 1)]"
3287,encod,"[('T1.txt', 1)]"
3288,rein,"[('T8.txt', 1), ('T9.txt', 1)]"
3289,founder,"[('T7.txt', 1)]"
3290,extend,"[('T1.txt', 1), ('T3.txt', 2), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 3), ('T9.txt', 4)]"
3291,flagel,"[('T6.txt', 2)]"
3292,daughter,"[('T6.txt', 7)]"
3293,reappear,"[('T7.txt', 1), ('T8.txt', 1), ('T9.txt', 3)]"
3294,porcelain,"[('T9.txt', 1)]"
3295,mathura,"[('T8.txt', 1)]"
3296,glide,"[('T2.txt', 1), ('T6.txt', 1), ('T7.txt', 2)]"
3297,english,"[('T1.txt', 3)]"
3298,flywheel,"[('T9.txt', 1), ('T10.txt', 6)]"
3299,man_,"[('T1.txt', 3), ('T7.txt', 1)]"
3300,_lower,"[('T6.txt', 1)]"
3301,minor,"[('T7.txt', 4)]"
3302,staff,"[('T10.txt', 1)]"
3303,lake,"[('T6.txt', 1), ('T7.txt', 1), ('T10.txt', 1)]"
3304,ray,"[('T1.txt', 11), ('T2.txt', 6), ('T3.txt', 1), ('T4.txt', 2), ('T8.txt', 2), ('T9.txt', 31), ('T10.txt', 2)]"
3305,rob,"[('T5.txt', 1)]"
3306,indefinit,"[('T2.txt', 1), ('T4.txt', 1), ('T9.txt', 1)]"
3307,acquiesc,"[('T1.txt', 1)]"
3308,1500,"[('T10.txt', 1)]"
3309,dilut,"[('T2.txt', 1)]"
3310,world,"[('T1.txt', 9), ('T3.txt', 3), ('T4.txt', 1), ('T5.txt', 7), ('T6.txt', 15), ('T7.txt', 5), ('T9.txt', 11), ('T10.txt', 4)]"
3311,societi,"[('T1.txt', 2), ('T7.txt', 2)]"
3312,sunk,"[('T7.txt', 1), ('T9.txt', 1)]"
3313,curv,"[('T6.txt', 3)]"
3314,radiolarian,"[('T6.txt', 1), ('T7.txt', 1)]"
3315,_a,"[('T5.txt', 1), ('T7.txt', 2), ('T8.txt', 1), ('T9.txt', 1), ('T10.txt', 1)]"
3316,_varanus_,"[('T1.txt', 1)]"
3317,times_,"[('T1.txt', 1), ('T7.txt', 2)]"
3318,impact,"[('T9.txt', 2)]"
3319,fro,"[('T9.txt', 1)]"
3320,lull,"[('T1.txt', 2), ('T7.txt', 4)]"
3321,worm,"[('T6.txt', 8), ('T7.txt', 7), ('T8.txt', 3), ('T9.txt', 1)]"
3322,breather_,"[('T7.txt', 1)]"
3323,recomm,"[('T6.txt', 1)]"
3324,alg,"[('T7.txt', 2)]"
3325,outsid,"[('T1.txt', 1), ('T5.txt', 1), ('T6.txt', 2), ('T7.txt', 2), ('T8.txt', 2), ('T9.txt', 1), ('T10.txt', 3)]"
3326,instead,"[('T2.txt', 2), ('T5.txt', 2), ('T9.txt', 1)]"
3327,indulg,"[('T9.txt', 1)]"
3328,alchemi,"[('T9.txt', 1)]"
3329,individu,"[('T1.txt', 3), ('T5.txt', 1), ('T6.txt', 6), ('T7.txt', 10), ('T8.txt', 2), ('T10.txt', 4)]"
3330,bulk,"[('T2.txt', 2), ('T3.txt', 1), ('T10.txt', 1)]"
3331,volcano,"[('T4.txt', 1)]"
3332,compact,"[('T1.txt', 1), ('T7.txt', 1)]"
3333,wrought,"[('T7.txt', 1)]"
3334,manipul,"[('T9.txt', 1)]"
3335,duffu,"[('T1.txt', 1)]"
3336,trial,"[('T6.txt', 4), ('T7.txt', 1), ('T8.txt', 2)]"
3337,gorilla,"[('T1.txt', 3), ('T7.txt', 1)]"
3338,conspicu,"[('T7.txt', 1), ('T8.txt', 1)]"
3339,helmholtz,"[('T6.txt', 1)]"
3340,amnion,"[('T7.txt', 2)]"
3341,abey,"[('T7.txt', 1)]"
3342,week,"[('T5.txt', 1), ('T7.txt', 1)]"
3343,cucumb,"[('T1.txt', 1), ('T7.txt', 1)]"
3344,000,"[('T1.txt', 28), ('T2.txt', 4), ('T3.txt', 5), ('T4.txt', 3), ('T5.txt', 5), ('T6.txt', 2), ('T9.txt', 15), ('T10.txt', 4)]"
3345,said,"[('T1.txt', 3), ('T2.txt', 1), ('T5.txt', 4), ('T6.txt', 7), ('T7.txt', 8), ('T8.txt', 3), ('T9.txt', 3), ('T10.txt', 4)]"
3346,stamp,"[('T7.txt', 1)]"
3347,descend,"[('T7.txt', 4), ('T9.txt', 1)]"
3348,disput,"[('T3.txt', 3), ('T5.txt', 1), ('T9.txt', 1)]"
3349,brain,"[('T1.txt', 4), ('T6.txt', 5), ('T7.txt', 5), ('T8.txt', 8)]"
3350,94,"[('T1.txt', 2)]"
3351,somehow,"[('T2.txt', 1), ('T5.txt', 1), ('T6.txt', 1), ('T10.txt', 1)]"
3352,avoid,"[('T2.txt', 1), ('T6.txt', 2)]"
3353,ir,"[('T10.txt', 1)]"
3354,heighten,"[('T5.txt', 1)]"
3355,chart,"[('T5.txt', 1)]"
3356,patienc,"[('T1.txt', 2)]"
3357,imagin,"[('T1.txt', 2), ('T4.txt', 5), ('T5.txt', 1), ('T6.txt', 2), ('T9.txt', 2), ('T10.txt', 3)]"
3358,surviv,"[('T6.txt', 3), ('T7.txt', 6), ('T9.txt', 1), ('T10.txt', 1)]"
3359,period,"[('T1.txt', 1), ('T2.txt', 4), ('T3.txt', 1), ('T5.txt', 4), ('T6.txt', 4), ('T7.txt', 43), ('T9.txt', 3), ('T10.txt', 6)]"
3360,asia,"[('T1.txt', 1), ('T7.txt', 1)]"
3361,pronounc,"[('T7.txt', 1)]"
3362,gilbert,"[('T8.txt', 1)]"
3363,nake,"[('T1.txt', 2), ('T6.txt', 1), ('T7.txt', 1)]"
3364,1915,"[('T1.txt', 2), ('T6.txt', 1), ('T9.txt', 1)]"
3365,drawn,"[('T1.txt', 8), ('T3.txt', 1), ('T6.txt', 4), ('T8.txt', 1)]"
3366,settl,"[('T3.txt', 2), ('T6.txt', 1), ('T9.txt', 1), ('T10.txt', 1)]"
3367,astrophys,"[('T1.txt', 1), ('T4.txt', 1), ('T5.txt', 1)]"
3368,wish,"[('T5.txt', 1), ('T10.txt', 1)]"
3369,reconvert,"[('T5.txt', 1)]"
3370,inner,"[('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 1), ('T8.txt', 1), ('T10.txt', 1)]"
3371,upon,"[('T1.txt', 2), ('T6.txt', 11), ('T7.txt', 5), ('T8.txt', 1), ('T9.txt', 5), ('T10.txt', 3)]"
3372,_mar,"[('T5.txt', 1)]"
3373,gonad,"[('T6.txt', 1)]"
3374,suppli,"[('T6.txt', 1), ('T7.txt', 2), ('T8.txt', 1), ('T9.txt', 6), ('T10.txt', 3)]"
3375,silvanu,"[('T10.txt', 1)]"
3376,bibliographi,"[('T1.txt', 1), ('T5.txt', 1), ('T7.txt', 1), ('T10.txt', 1)]"
3377,dendrit,"[('T6.txt', 1)]"
3378,diminish,"[('T2.txt', 1)]"
3379,suggest,"[('T1.txt', 3), ('T2.txt', 3), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 7), ('T7.txt', 8), ('T8.txt', 2), ('T9.txt', 3), ('T10.txt', 2)]"
3380,eohippu,"[('T7.txt', 2)]"
3381,cent,"[('T1.txt', 1), ('T6.txt', 1), ('T9.txt', 1)]"
3382,gravit,"[('T1.txt', 3), ('T2.txt', 1), ('T3.txt', 1), ('T4.txt', 3), ('T7.txt', 1), ('T9.txt', 1), ('T10.txt', 5)]"
3383,drove,"[('T9.txt', 1)]"
3384,coldest,"[('T4.txt', 1)]"
3385,streak,"[('T4.txt', 1)]"
3386,coil,"[('T9.txt', 5)]"
3387,gossam,"[('T1.txt', 1)]"
3388,_from,"[('T1.txt', 1), ('T2.txt', 1), ('T6.txt', 1), ('T7.txt', 3), ('T8.txt', 1), ('T9.txt', 3)]"
3389,wearisom,"[('T7.txt', 1)]"
3390,season,"[('T1.txt', 2), ('T7.txt', 1)]"
3391,rubbish,"[('T4.txt', 1)]"
3392,lithograph,"[('T7.txt', 1)]"
3393,46,"[('T5.txt', 1)]"
3394,nuclear,"[('T6.txt', 1)]"
3395,jane,"[('T1.txt', 1), ('T10.txt', 1)]"
3396,philosophi,"[('T10.txt', 1)]"
3397,petrel,"[('T1.txt', 1)]"
3398,unrel,"[('T7.txt', 1)]"
